"km100","km10","coord_system","taxon","tvk"
"SD","08 09 16 17 18 19 26 27 28 29 36 37 38 39 43 44 45 46 47 48 49 51 53 54 55 56 57 58 59 60 62 63 64 66 67 68 69 71 72 73 74 75 76 77 78 79 83 84 85 86 87 88 89 90 92 95 96 97 98 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SE","01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 38 39 40 41 42 43 45 47 48 49 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 80 81 83 90 91","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 61 62 63 64 65 66 67 68 70 71 73 74 75 76 77 78 83 84 85 86 87 88 94 95 96 97","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SJ","04 05 07 08 16 17 21 25 32 33 35 42 43 44 45 46 47 52 53 54 55 56 57 58 60 61 63 64 65 66 67 69 70 72 73 74 75 76 77 78 80 81 82 83 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SK","01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 21 23 24 25 26 27 28 30 32 33 34 35 36 37 38 39 40 47 48 49 58 59 65 66 67 68 69 78 79 88 89","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SM","92 93 94","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SN","03 04 12 13 15 23 24 25 32 33 34 35 36 42 43 44 45 46 52 53 54 55 56 57 58 59 63 64 65 66 67 68 69 70 73 74 75 76 77 78 79 80 85 86 87 89 95 96","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SO","00 10 12 13 14 20 21 24 25 26 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 52 53 54 55 56 57 60 62 63 64 65 66 67 70 71 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SP","02 03 04 05 06 07 08 09 12 13 14 15 16 17 18 20 21 22 25 26 27 28 30 31 32 35 36 37 40 41 42 43 44 50 51 52 60 61 62 63 73 83 92 93","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SS","77 89 98 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"ST","08 09 16 17 18 19 27 28 29 36 37 38 39 47 48 57 58 59 69 81 90 91 92 93 94 95 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"SU","02 03 04 05 06 12 13 14 15 16 23 24 26 27 33 34 36 42 43 44 45 46 47 49 52 53 56 57 59 65 66 67 68 69 74 77 78 87 88 89","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TA","00 01 08 09 10 17 27","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TF","12 19 20 21 22 23 24 30 31 32 33 34 40 41 42 43 44 45 50 51 52 55 56 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TL","00 02 03 11 13 14 20 21 22 24 30 31 39 40 47 48 49 56 57 58 59 66 67 68 69 76 77 78 79 80 81 87 88 89 90 91 92 97 98 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TM","00 01 02 03 06 07 08 09 11 12 13 14 17 18 19 21 22 23 24 28 29 33 34 35 38 39 44 45 46 47 48 49 57 58 59","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TQ","09 18 19 29 39 49 60 64 70 71 73 74 76 77 78 80 81 82 83 84 86 87 88 89 91 92 93 96 97 98 99","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TR","01 02 03 06 07 09 12 13 16 23 25 26 27 33 34 35 36 37 46 47","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"TV","49 69","OSGB","Gerris (Gerriselloides) lateralis","NHMSYS0020309259"
"NH","88 89","OSGB","Halosalda lateralis","NHMSYS0020309279"
"NX","40 90 91 92","OSGB","Halosalda lateralis","NHMSYS0020309279"
"NY","00 03","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SC","16 26 37 39 47 49","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SD","08 09 16 17 18 19 26 27 36 37 38","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 63 66 67 68 76 77 78 86 87 88 97 98","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SJ","07 08","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SN","58 59 69","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SU","50 60 70 72 80 81 91","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SY","28 48 58 66 67 68 77 87 97","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SZ","07 38 47 48 49 57 58 59 68 69 79 89 99","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TA","12 21 30 31 40 41","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TF","23 33 34 42 43 44 45 48 49 52 55 56 57 58 63 64 73 74 84 94","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TG","04 24 33 40 50 51","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TM","00 01 11 21 22 23 33 34 44 45 46 57 58","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TQ","00 01 11 20 21 30 31 40 41 50 87 97 98 99","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TR","07 09 27 33 36 37 46 47","OSGB","Halosalda lateralis","NHMSYS0020309279"
"TV","49 59 69","OSGB","Halosalda lateralis","NHMSYS0020309279"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 67 68 77 78 87 88 97","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SM","70 72 80 82 83 90 91 93","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SN","00 01 03 04 10 14 15 20 24 25 30 31 35 40 41 46 57 58 59 69","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SP","70 80 81 82 90 91 92","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SR","99","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SS","09 19 20","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SU","00 10 11 20 21 30 31 40 41 50 51 60 70 79 88 89 99","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SW","32 42 43 53 61 62 63 64 71 72 73 74 75 83 84 85 86 87 93 94 95 96 97","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SX","04 05 06 07 08 09 15 16 17 19 25 26 35 36 37 38 44 45 46 47 48 54 55 56 57 58 59 63 65 66 67 68 69 75 76 77 78 88 96","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SY","07 18 28 39 48 49 58 66 67 68 77 87 97 98 99","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"SZ","08 09 19 29 38 39 49 58 59 68 69 79 89 99","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TF","60 61 62 70 71 72 80 81 82 83 90 91 92","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TL","00 01 77 78 79 87 88 89 97 98 99","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TM","07 08 09 17 19 28 29 38 39 46 47 48 49 57 58 59","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TQ","00 10 20 21 30 40 41 48 50 57 60 64 67 70 71 73 74 76 77 78 80 81 82 83 84 86 87 88 89 91 92 93 96 97 98","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TR","01 02 03 06 07 09 12 13 16 23 26 27 33 34 35 36 37 46","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"TV","49 59 69","OSGB","Hebrus (Hebrus) pusillus","NHMSYS0020309292"
"NH","33 36 42 43 44 45 52 53 54 55 59 63 64 65 66 67 68 69 74 75 77 78","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"NN","86 95","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"NO","02 03 04 12 13 14 23 24 25 34 35 45 54 55","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"NX","05 06 13 15 18 25 30 33 34 40 43 44 45 46 54 55 64 65 66 74 84 85 90 91 92 93 95 96","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"NY","00 01 02 03 04 05 10 11 12 13 14 15 16 20 21 22 23 24 25 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 70 71 72 73 74 76 80 81 82 83 84 86 87 90 91 92 93 94 95 96","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"NZ","00 20 30 40 50 51 60 61 70 71 72 80 81 90 91","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SC","16 17 26 27 28 37 38 39 47 48 49","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SD","08 09 16 17 18 19 26 27 28 29 37 38 39 49 55 56 57 58 59 64 66 67 68 69 74 75 76 77 78 79 85 86 87 88 89 95 96 97 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SE","05 06 07 14 25 26 27 28 29 34 35 36 37 38 39 43 44 45 46 47 48 49 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SJ","00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 21 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 58 61 62 63 64 65 66 67 69 71 72 73 74 75 76 77 81 82 83 86 90 91 92 93 95","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SK","00 01 02 12 70 71 79 80 81 87 89 90 91 92 96 97","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SM","50 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SN","00 01 02 03 04 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 93 95 96 97 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SO","05 06 07 08 09 16 17 18 28 49 50 60 61 80 81 90 91 92 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SP","00 01 02 03 09 10 11 12 13 14 20 21 22 23 33 56 66 67 68 77 78 79 88 89 92 93 97 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SR","89 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SS","09 11 14 19 39 43 44 48 49 58 59 68 69 78 79 87 88 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"ST","04 06 14 16 17 18 22 23 24 25 26 27 28 32 33 34 35 36 37 38 41 42 43 44 45 46 47 48 51 52 53 54 55 56 57 58 59 66 68 69 76 89 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SU","00 01 09 10 11 20 21 22 26 30 31 32 33 36 40 41 42 46 50 51 56 60 61 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96 97 98","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SW","63 65 73 81 95 96","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SX","03 06 14 16 17 18 26 27 28 36 37 38 45 46 47 48 55 56 57 58 59 65 66 67 68 69 75 76 77 78 88 96","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SY","07 18 28 39 48 49 58 66 67 68 77 78 87 88 89 97 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"SZ","08 09 19 29 38 39 48 49 57 58 59 68 69 79","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TA","06 07 08 09 16 17 26 27","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TF","00 01 02 04 10 11 12 13 14 20 21 22 23 24 26 30 31 32 40 41 42 50 60 61 62 70 71 72 80 81 82 83 90 91 92","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TL","02 03 06 07 08 09 15 16 17 18 19 24 25 26 27 28 29 36 37 38 39 40 47 48 49 50 57 59 61 62 69 70 71 77 78 79 87 88 89 97 98 99","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TM","07 08 09 17 19 24 25 26 27 28 29 34 35 36 37 38 39 45 46 47 48 49 57 58 59","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TQ","00 01 03 04 05 06 08 11 13 14 15 16 17 21 23 24 25 26 27 28 31 32 33 34 35 36 41 42 43 45 46 47 50 55 56 59 60 65 66 68 69 70 74 75 76 81 82 83 84 85 91 92 93 94 95","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"TR","01 02 03 04 05 13 14 15 16 24 25 34 35","OSGB","Hebrus (Hebrusella) ruficeps","NHMSYS0020309294"
"NB","31 43 90 91","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NC","00 01 02 03 10 11 12 13 14 15 20 21 22 23 24 25 26 30 31 32 33 34 35 36 40 41 42 43 44 45 50 52 53 54 55 56 61 62 63 64 65 71 72 73 74 75 81 83 84 92 93","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NG","64 65 66 73 74 75 76 77 78 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NH","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 98","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NJ","01 02 03 04 05 06 11 12 13 14 15 16 17 24 25 26 27 34 35 36 45 46","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NM","21 31 41 52 60","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NN","09 19 21 22 27 28 29 32 33 34 37 39 42 43 44 45 47 48 51 52 53 54 55 56 58 61 62 63 64 65 66 67 69 71 72 73 74 75 76 77 79 81 82 83 84 85 86 87 91 92 93 94 95 96 97","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NO","01 02 03 04 05 06 07 12 13 14 15 16 23 24 25 26 34 35 36 44 46 47","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NR","15 16 24 25 26 27 35 44 45 46 47 49 56 57 58 59 65 67 68 69 76 84 85 86 94 97","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NS","93","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NT","01 03 10 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 40 41 42 43 44 45 50 51 52 53 54 55 60 61 62 63 64 65 70 71 72 73 74 75 76 81 82 83 84 85 87 90 91 92 93 94","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NU","00 01 02 03 10 11 12 13 20","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NY","10 11 20 21 22 28 29 30 31 32 37 38 39 40 41 46 47 48 49 50 54 55 56 57 58 59 63 64 65 66 67 74 75 76 77 78 79 83 85 86 87 88 89 94 95 96 97 98 99","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"NZ","05 06 07 08 09 17 18 19 27 28 29","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SD","27 29 37 38 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 72 73 74 75 76 81 82 83 84 85 86 91 92 93 94 95","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SE","00 01 02 03 04 05 06 10 11 12 20 21","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SH","12 13 23 24 28 32 33 34 38 39 43 44 45 46 49 50 51 52 53 54 55 56 57 58 61 63 64 65 66 67 68 74 75 76 77 78 84 85 86 87 88 94 95 96 97 98","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SJ","05 08","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SK","08 09 28 29","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SM","93","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SN","04 14 15 24 25 34 35 36 45 46 55 56 57 58 59 67 68 69","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"TA","42","OSGB","Macrosaldula scotica","NHMSYS0020309408"
"SE","00 01 02 10 11 12 13 14 20 21 22 23 24 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 77 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SJ","22 23 26 31 32 33 34 35 36 37 41 42 43 44 45 46 47 50 51 53 54 55 56 57 61 62 64 65 66 67 71 72 73 74 75 76 80 81 82 85 90 91 92 93 97","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 81 83 84 85 86 87 88 89 90 91 92 93 94 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SN","70 71 74 75 81 82 83 85 90 91 92 93 94","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SO","00 01 03 22 23 50 60 66 76 77 80 81 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SP","00 01 02 05 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SS","77 87 96 98","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"ST","04 06 16 17 18 23 24 25 26 27 28 33 34 35 36 37 38 39 43 44 45 46 47 48 54 55 56 57 58 59 62 64 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SU","02 03 04 05 06 07 08 09 12 14 15 16 17 18 19 22 23 25 26 27 28 29 30 32 36 38 39 40 41 42 46 47 48 49 50 51 56 57 58 59 60 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SX","45 46 55 64 73 74 84 85 86 87 88 95 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SY","08 09 29","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"SZ","38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TA","00 01 02 03 04 05 06 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TF","00 01 02 04 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 57 58 60 61 64 70 71 72 73 74 80 83 94","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TG","03 12 14 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TM","00 01 02 03 04 05 06 07 08 11 12 13 14 15 16 17 18 21 22 23 24 25 26 27 33 34 35 36 37 44 45 49 57 58 59","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 65 66 67 68 71 72 73 75 76 77 78 79 80 81 82 83 84 86 87 89 91 93 96 97 98 99","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"TR","01 02 06 12 33 46","OSGB","Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454"
"NF","84","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NH","00","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NJ","81","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NK","14","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NO","24","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NT","62 94","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NU","21","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NX","90","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"NZ","31 34 42","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SD","31 40 67 80","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SE","40 41 42 43 50 51 52 54 67 70 71 76 78 80 83 84 95","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SH","23","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SJ","56 58 79","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SK","10 11 20 30 33 42 43 49 53 54 58 59 63 64 65 66 73 74 75 76 77 78 82 83 84 85 86 88 90 92 93 94 95 96 97 98 99","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SM","72 90","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SN","20","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SO","43 48 60 62 73 75 81 83 85 87 92 96","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SP","03 04 05 10 14 15 20 24 25 26 30 37 40 41 48 50 51 52 60 65 70 75 76 81 84 86 88 95 96 97","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SR","99","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SS","42 60 96","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"ST","16 17 19 22 24 32 35 43 44 46 47 48 54 56 59 61 66 68 72 76 77 78 85 86 87 92 95 96 97 98 99","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SU","00 01 02 09 11 12 13 14 18 19 22 24 26 29 32 33 34 36 39 42 43 44 46 49 51 52 53 54 56 57 58 61 65 66 67 69 71 72 75 76 80 81 82 84 85 86 88 90 91 94 98","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SW","42 72 73 84 94","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SX","05 08 29 58 86 87","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SY","48 58 67 68 69 79 98","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"SZ","57 58 68","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TA","00 02 05 08 10 11 13 22 32","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TF","00 01 02 04 05 07 08 10 11 12 13 26 27 32 36 40 41 56 60 61 71 80 94","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TG","03 04 11 12 14 30 31 32 33 42 50","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TL","00 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 34 35 36 37 38 40 41 42 43 44 46 47 48 51 52 53 54 57 58 60 64 65 66 67 68 69 71 72 73 74 75 76 78 79 80 81 82 84 85 86 87 88 91 93 95 97","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TM","03 04 05 07 08 14 15 16 18 19 23 25 26 34 36 39","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TQ","00 01 02 03 07 08 09 10 11 12 14 15 16 20 21 24 26 28 30 31 34 36 40 41 42 44 46 50 51 52 54 55 61 62 64 65 66 67 68 70 72 73 74 75 76 82 84 85 88 91 92 93 94 95","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
"TR","03 04 05 15 16 23 24 25 34 35","OSGB","Micronecta (Micronecta) griseola","NHMSYS0020309456"
