"km100","km10","coord_system","taxon","tvk"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 77 78 79 80 81 87 88 89 90 91 95 97 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SX","15 25 35 44 45 46 47 54 55 56 64 65 73 74 76 77 83 84 85 86 87 88 94 95 96 97 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SY","07 08 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TF","00 01 02 03 04 05 10 12 13 14 15 20 21 22 24 28 29 30 31 32 35 38 40 42 50 51","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SD","17 18 26 27 28 36 37 38 39 45 46 47 48 49 54 55 56 57 58 59 65 66 67 68 69 75 76 77 78 79 86 87 88 89 96 97 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SE","06 07 08 09 16 17 18 19 28","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"SH","12 13 22 23 24 27 28 29 32 33 36 37 38 39 43 44 45 46 47 48 49 52 53 56 57 58 67 68 77 78 87 88","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TM","00 02 03 04 05 06 13 14 15 16 23 24 25 26 27 33 34 35 36 37 44 46 49 57 59","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TQ","00 01 03 04 05 06 07 08 09 10 11 12 14 15 16 17 19 20 21 24 25 26 27 28 29 30 31 35 36 37 38 39 40 41 43 45 46 47 48 49 50 51 54 55 56 57 58 59 60 65 66 67 68 70 75 76 77 78 79 80 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TV","49 59 69","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TL","00 01 02 03 04 05 06 09 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50 54 55 56 57 58 59 64 66 67 68 76 77 78 80 84 85 86 90 92 93 95 96","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"TG","12 14 22 23 30 31 32 33 40 41 42 50 51","OSGB","Aphrodes bicincta","NHMSYS0020705214"
"NX","18 19 27 28 29 37 38 39 47 48 49 58 59 67 68 69 78 91","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NY","01 02 05 06 07 09 10 11 12 13 14 17 18 20 21 22 23 24 27 28 30 31 32 33 38 40 41 42 50 51 60 61 63 70 71 72 73 77 80 81 82 84 90 91","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NT","02 03 04 05 06 07 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 35 36 37 43 46 53 54 56 57 67","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SE","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 39 40 42 43 44 47 48 49 53 57 58 59 66 67 68 69 76 77 78 79 85 86 87 88 89 94 95 96 97 98 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SH","54 55 58 63 64 65 66 67 68 71 72 74 75 77 78 83 84 87 88 97 98","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NZ","00 01 10 11 12 13 17 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SD","18 19 28 29 39 49 51 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NM","23 24 38 39 49 89","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NN","01 11 12 13 14 20 21 22 23 24 25 30 31 32 33 34 35 38 40 41 42 43 45 46 48 50 51 52 53 54 55 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 79 80 81 82 83 85 86 90 91 93 94 95 96","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NO","00 01 02 03 04 05 06 10 11 12 13 14 15 16 19 20 21 22 23 24 25 26 27 32 33 34 35 36 39 42 43 44 45 54 55 57","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NS","14 15 16 19 20 21 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"ST","00 01 10 11 12 13 20 21 22 23 26 27 30 31 32 36 37 38 40 41 42 43 44 50 51 53 58 60 61 62 64 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SU","00 01 02 03 04 05 06 09 10 11 12 13 14 15 16 19 21 22 23 24 25 26 28 29 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 53 56 57 58 59 65 66 67 68 69 72 73 74 75 76 77 78 79 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SV","80 81 90 91","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SX","03 04 05 06 07 08 09 14 15 16 17 18 25 26","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SY","18 19 29 39 49 58 59 69 78 79 88 89 98 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SZ","28","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SJ","07 08 10 18 20 21 22 31 32 33 34 40 41 42 43 44 45 46 50 51 53 54 55 56 57 60 61 62 63 64 65 66 67 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 91 92 93 94 95 96 97 98 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SK","01 02 03 04 05 06 07 08 09 14 15 16 17 18 19 22 24 25 26 27 28 29 31 32 33 34 35 39 40 41 42 43 44 50 51 52 53 54 63 82 83 84 90 91 92 93 94 95 96","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SM","62 71 73 81 83 84 91 92 94","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SN","01 02 03 11 12 13 22 23","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SO","19 29 37 38 39 46 47 56 57 66 67 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SP","00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 20 21 22 23 24 25 26 28 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"HP","60","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"HU","25 28 34 35 36 37 38 42 43 44 45 46 69","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"HX","62","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"HY","10 20 21 22 30 31 32 33 40 41 42 43 50 51 52 53 54 62 63","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NC","10 95 96","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"ND","04 05 06 07 14 15 16 17 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 47 48 49","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NF","81 83","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NG","14 30 32 34 40 41 42 43 44 50 52 53 61 62 64 70 72 73 74 75 77 83 84 85 86 87 92 93 94 95 96 97 98","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NH","02 03 04 05 06 07 08 13 14 15 16 17 23 24 26 27 28 29 31 38 41 42 43 44 47 48 49 52 53 54 55 62 63 64 70 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"NJ","01 02 03 04 05 06 11 12 13 14 15 16 17 21 22 23 24 25 26 27 30 32 33 34 35 36 41 42 43 44 45 46 54","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 40 41 42","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TL","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 32 33 34 36 37 38 39 43 47 48 49 56 57 58 59 68 69 99","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TM","07 08 09 17 19 28 29 38 39 47 48 49 58 59","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TQ","00 01 04 05 06 09 10 11 14 15 16 20 21 25 26 30 31 35 36 40 41 50 57 60 66 67 70 75 76 77 78 80 85 86 87 91 93 94 95 96","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TR","01 02 03 04 05 06 12 13 14 15 23 24 25 33 34 35 46","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TV","49 59","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TA","05 06 07 08 09 15 16 17 21 24 26 27 30 31 33 40 41","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"TF","00 01 02 03 04 05 06 10 11 12 13 14 20 21 22 26 28 30 37 41 46 50 57 58 82 90 91 92 93","OSGB","Planaphrodes bifasciata","NHMSYS0020705215"
"SH","12 22 23 24 27 28 29 32 33 36 37 38 39 43 45 46 47 48 49 52 53 56 57 58 67 68 70 76 77 78 87 88 97 98","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SM","50 70 72 80 81 90 91 93","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SN","00 01 03 04 10 11 14 20 21 30 31 34 40 41 42 44 45 50 51 52 53 54 55 60 61 62 63 64 65 66 67 68 70 72 73 75 76 77 78 79 80 87 89 90 96","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SJ","07 08 17 18 26 27 28 29 36 37 38 39 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 73 75 76 77 78 79 83 84 85 86 87 88 89 93 94 95 96 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SK","01 02 04 05 06 07 08 09 19 24 27 28 29 34 35 36 37 38 39 44 45 46 47 48 49 55 56 57 58 59 67 68 77 82 84 90 91 92 93 94","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NU","05 20 21 22","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NX","09 18 77 79 84 87 88 89 90 93 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NY","06 07 09 16 17 19 26 27 28 29 38 39 49 64 70 72 73 74 75 80 81 82 83 84 85 86 90 91 92 93 94 95 96 97","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NZ","00 01 02 03 04 05 06 07 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 41 42 43 44 45 46 52 53 62 71 72 80 81 90 91","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SD","16 17 20 21 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 57 60 62 67 70 71 72 76 77 79 80 85 86 87 88 89 90 92 95 96 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SE","01 02 05 06 08 09 10 11 12 13 14 21 22 23 24 26 27 31 32 33 34 35 36 37 39 40 41 42 43 44 45 50 51 53 54 57 67 70 71 74 76 77 82 84 85 86 87 92 93 94 95 96 97","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SX","03 04 05 08 09 14 15 18 19 25 44","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SY","28 48 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TA","02 03 05 06 07 08 09 11 12 13 14 15 16 17 18 21 22 23 24 26 27 30 31 32 33 40 41","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TF","00 01 02 03 04 10 11 12 13 14 20 21 22 30 31 33 40 41 42 49 50 51 52 55 56 57 58 63 64 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SO","24 30 31 33 34 35 36 40 41 42 43 44 45 46 52 53 54 55 56 63 64 65 66 70 71 72 73 74 75 76 81 82 83 84 85 86 87 91 92 93 94 95 96 97 98","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SP","03 04 05 06 07 12 13 14 15 16 17 20 21 22 23 24 25 26 30 31 32 34 35 36 40 41 42 43 44 45 46 47 50 51 52 53 54 60 61 62 63 70 71 73 80 81 82 83 84 85 86 87 88 90 91 92 93 95 96 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SR","89 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SS","09 10 11 14 19 38 39 44 48 49 58 59 68 69 78 79 87 88","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"ST","30 31 40 41 42 50 51 52 53 60 61 62 63 64 65 70 71 72 73 74 75 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SU","00 01 03 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 44 45 46 47 48 49 50 51 54 55 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SV","80 81 90 91","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SW","33 44 52 63 65 76 81 82 86 87 93 94 98","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"","64 74 93","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NF","09 66 68 89","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NH","31 41 42 43 44 52 53 54 63 70 73 80 81 82 83 84 90 91 92 93 94","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NJ","01 02 03 04 11 12 13","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NN","50 60 69 70 79","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NO","40 42 52 60","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NS","10 14 16 20 21 23 24 25 27 28 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 52 53 54 55 56 57 58 59 61 62 65 66 67 68 69 70 71 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 90 91 98","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"NT","00 01 02 07 08 10 11 12 17 18 20 21 26 27 28 29 36 37 39 43 46 47 48 49 57 58 59 67 68 69 73 77","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TM","00 01 02 03 04 05 07 08 09 11 12 13 14 17 19 21 22 23 24 25 28 29 33 34 35 38 39 44 45 46 47 48 49 57 58 59","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TQ","00 01 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 35 36 37 38 39 40 41 43 45 46 47 48 49 50 51 55 56 57 58 59 60 61 65 66 67 68 69 70 75 76 77 78 79 80 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TV","49 59 69","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Anoscopus flavostriatus","NHMSYS0020705216"
"SN","00 03 10 14 20 21 25 30 31 40 41 50 51 58 59 61 68 69","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SP","16 26 40 50","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SR","89 99","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"ST","90","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SU","00 01 10 11 20 21 22 32 47 49 50 57 60 66 67 70 72 73 76 80 81 83 84 86 90 91 92 93 94","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SV","80 81 90 91","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SS","09 10 11 14 19 20 38 39 42 43 44 48 49 53 54 58 59 68 69 77 78 79 84 87 88","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SE","49 58 59 60 63 68 69 70 71 73 74 78 79 80 83 85 86 87 88 89 90 94 95 96 97 98 99","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 45 46 47 48 49 50 52 53 54 56 57 58 61 66 67 68 76 77 78 86 87 88 97 98","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SJ","07 08 18 29","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SK","69 79 87 89","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SM","50 62 70 71 72 73 80 84 90 91 93","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TL","50 66 67 69 77 78 79 80 84 87 88 89 92 98 99","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TM","02 03 05 07 08 09 13 14 15 19 23 24 25 29 34 35 38 39 46 47 49 59","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TQ","00 01 04 10 11 14 48 57 58 60 67 68 70 76 77 78 79 80 81 82 84 91 92 93","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TR","01 02 03 12 13 26 35 36","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TV","69","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NY","00 03","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 97 98","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SX","03 04 05 08 09 14 15 18 19 25 44","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SY","48 66 67 68 77 78 87 88 89 98 99","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SZ","07 08 09 19 29 38 39 47 48 49 57 59 68 69 79 89 99","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TA","05 06 07 15 16 17 24 26 27","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"TF","09 60 61 62 70 71 72 73 80 81 82 83 91 92 93","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NN","72 74 75 76 84 85 86 92 93 94 95 96","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NO","04 05 06 14 15 16 20 25 26 30 31 40 41 42 50 51 52 60","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NS","14 15 16 20 21 23 24 25 28 31 32 33 37 47 56","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NT","27 28 29 36 37 39 46 47 48 49 53 56 57 58 59 63 67 68 69 73 74 76 77 83 84 85 87 94 95 96","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NU","05","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NX","40 90 91 92 93","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NZ","60 61 70 71 80 81 90","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SC","26 27 28 37 39 47 48 49","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"SD","08 09 16 17 18 19 20 21 26 27 28 31 32 33 35 36 37 38","OSGB","Anoscopus histrionicus","NHMSYS0020705217"
"NH","64 70 73 74 75 78 80 81 82 84 85 91 92 93 94 95","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NF","81 82 83 95","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NG","13 15 23 31 40 63 64 73 80","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NN","40 50 60 62 65 70 73 74 75 76 84 85 86 90 95 96","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NO","00 06 07 10 15 16 17 19 20 21 22 27 30 31 32 39 40 41 42 43 50 51 52 53 55 60 61 63 64 65 75 76","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NS","20 23 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 65 66 67 68 69 70 71 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NT","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 39 40 43 44 46 47 48 49 53 54 56 57 58 59 63 67 68 69 73 74 76 77 83 84 85 87 94 95 96","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NU","05 21","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NX","16 17 18 19 26 27 28 29 35 36 37 38 39 45 46 47 48 49 55 56 57 58 59 65 66 67 68 69 75 76 77 78 79 84 86 87 88 89 90 93 96 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NY","06 07 09 16 17 19 26 27 28 29 38 39 48 49 57 59 60 61 64 65 66 67 70 75 76 77 81 85 86 87 88 90 91 95 96 97 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NZ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"SC","16 26","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"SD","08 16 17 20 21 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 57 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NJ","01 02 03 04 05 06 12 13 14 15 16 23 24 25 26 27 33 34 35 36 42 43 44 45 46 54","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NL","57 79","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"NM","16 19 24 29 37 38 59","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41 42","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 19 21 22 23 24 25 28 29 33 34 35 38 39 44 45 46 47 48 49 57 58 59","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"TV","49 59 69","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Aphrodes makarovi","NHMSYS0020705218"
"SV","80 81 90 91","OSGB","Aphrodes makarovi","NHMSYS0020705218"
