"km100","km10","coord_system","taxon","tvk"
"TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 19 21 22 23 24 25 26 27 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB","Elymana sulphurella","NHMSYS0020705368"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Elymana sulphurella","NHMSYS0020705368"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Elymana sulphurella","NHMSYS0020705368"
"NM","23 24 38 39 49 89","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"NF","81 83","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"NG","14 30 32 34 40 41 42 43 44 50 52 53 61 62 70 72","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TF","00 01 02 03 04 05 07 09 10 11 14 17 19 22 28 33 41 52 55 56 63 64 73 74 82 84 90 91 92 93 94","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TG","00 01 02 03 04 10 11 12 13 20 21 22 23 24 30 31 32 40 41","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 37 38 42 43 48 90 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TM","00 07 08 09 17 19 28 29 38 39 47 48 49 58 59","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TQ","00 01 03 04 05 06 08 09 10 11 13 14 15 16 17 19 21 22 23 24 25 26 27 30 31 32 33 34 35 36 40 41 42 43 45 46 47 50 54 55 56 57 58 64 65 66 67 68 74 75 76 77 78 80 85 86 87 88 89 91 92 94 95 96 97 98 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TR","01 02 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SS","42 43 44 53 54 74 84 94","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"ST","03 14 16 24 25 26 27 35 36 37 40 43 44 45 46 47 50 51 54 55 56 57 60 61 62 64 70 71 73 74 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SU","00 02 03 04 05 06 07 08 09 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 42 43 44 45 46 47 49 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SV","80 81 90","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SW","33 44 52 65 81 82 93","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SX","03 83 94 95 96","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"NZ","10 11 20 21 40 41 42 43 44 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SD","17 26 27 37 38 45 46 47 48 57 71 80 90 92","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SE","00 01 02 03 04 08 10 11 12 13 14 15 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 40 41 42 43 44 46 47 48 50 57 58 59 65 67 68 69 70 76 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SJ","10 11 17 20 21 22 23 26 27 30 31 32 33 34 36 37 40 41 42 43 45 46 47 50 51 52 53 54 55 56 57 60 61 62 64 65 66 67 71 72 75 76 77 78 80 89 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SK","04 05 06 07 08 14 15 16 17 18 19 25 26 27 28 29 35 37 38 39 45 46 47 48 49 56 57 58 59 70 79 80 82 83 87 88 89 90 91 92 93 94 95 96 97","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SO","19 29 37 38 39 48 49 57 59 68 69 79 89 91","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SP","00 10 11 12 13 20 21 22 30 31 32 33 40 41 42 43 50 51 52 60 62 70 71 72 73 80 81 82 83 84 88 90 91 92 93 95 96 99","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TA","00 01 02 03 06 07 08 09 10 16 17 26 27","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SY","07 18 28 48 59 66 67 69 77 79 87","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"SZ","28","OSGB","Emelyanoviana mollicula","NHMSYS0020705370"
"TF","72 73 80 81 82 83 90 91 92 93","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"TG","00 01 02 03 10 11 12 13 14 20 21 22 23 31 32 33","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"TA","09","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"TQ","04 06 14 16 17 26 27","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SE","69 79 89 98 99","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"TL","02 03 12 13","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"TM","08 09 18 19 29 48","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SV","80 81 90","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SW","32 33 44 52 54 61 62 65 71 81","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SX","03","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SY","59 69 79","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"NH","64 70 73 74 75 80 81 82 84 85 91 92 93 94 95","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"NJ","01 02 03 04 05 06 12 13 14 15 16 23 24 25 26 33 34 35 36 42 43 44 45 46 54","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"NN","01 11 12 13 14 20 21 22 23 24 30 31 32 33 34 40 41 42 43 50 51 52 53 54 60 61 62 63 64 65 71 72 73 74 80 82 83 90 91 95","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"NO","01 02 03 10 11 12 13 14 20 21 22 23 24 32 33 34 35 39 42 43 44 45 54 55","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"NS","19 29 39 49 58 59","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"NZ","50 51 60 61 62 70 71 72 80 81 90 91","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SP","62 63 64 71 72 73 81 82 83 84 85 92","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"ST","40 50 51 60 61 62 64 70 71 73 74 82","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SU","76 84 85 86 93 95 96","OSGB","Acanthodelphax denticauda","NHMSYS0020705529"
"SO","00 10 11 12 19 20 21 29 30 37 38 39 46 47 48 49 56 57 58 59 60 66 67 68 69 70 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"ST","03 04 07 08 09 13 14 18 19 24 25 26 28 29 30 31 34 35 36 37 38 39 40 45 46 47 48 49 50 51 56 57 58 59 60 61 62 63 64 65 66 69 70 71 72 73 74 76 78 79 80 81 82 86 87 88 89 90 92 93 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SU","00 01 03 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SS","10 11 14 20 21 22 32 41 43 44 53 54 69 79 84 87 88 89 94 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SE","01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SH","23 27 28 33 36 37 38 39 43 45 46 47 48 49 53 56 57 58 67 68 76 77 78 87 88 97 98","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SJ","07 08 10 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SK","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 74 75 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SM","91","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SN","11 12 21 22 24 31 32 33 34 35 41 42 43 44 45 46 50 51 52 54 60 61 62 63 70 72 73 80","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TV","49 69","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NT","00 01 02 03 04 06 07 09 10 11 12 13 14 15 16 20 21 22 23 24 25 26 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 70 71 72 74 75 76 81 82 86 87","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NX","09 16 17 26 27 38 39 47 48 49 56 57 58 59 69 77 79 87 88 89 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SX","08 19","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SY","28 48 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41 42","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 22 23 25 26 27 28 29 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 51 52 55 56 57 58 60 61 62 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 76 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 98 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"TM","00 01 02 03 07 08 09 11 12 13 17 19 21 22 23 28 29 33 34 35 38 39 44 45 46 47 48 49 57 58 59","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NN","22 31 33 41 42 43 45 50 51 52 53 54 61 62 63 64 65 71 72 73 74 75 76 82 83 84 85 86 93 94 95 96","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NO","02 03 04 05 06 11 12 13 14 15 16 23 24 25 26 27 34 35 36 39 45 55 57","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NS","00 24 25 27 28 32 33 34 35 36 37 38 43 44 45 46 47 48 50 55 56 57 60 61 65 66 67 70 71 74 75 76 77 80 81 82 85 90 91 97 99","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"SD","09 16 17 18 20 21 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 64 65 66 67 69 70 71 72 73 74 75 76 77 80 82 83 84 85 86 87 90 92 93 94 95 96 97 98","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NY","01 02 06 07 09 12 13 14 17 18 19 22 23 24 27 28 29 30 31 32 33 34 35 38 39 40 41 42 43 44 45 46 49 50 51 52 53 54 55 56 59 60 61 62 63 65 70 71 91","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NZ","10 11 12 17 20 21 22 26 28 30 31 32 33 35 36 37 38 40 41 42 43 45 46 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Errastunus ocellaris","NHMSYS0020705533"
"NZ","20 21 30 40 50 51 60 61 62 70 71 72 80 81 90 91","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SJ","07 08 18 27 28 29 37 38 39 46 47 48 49 55 56 57 58 59 65 66 67 68 75 76 77 78 79 80 85 86 87 88 89 90 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SK","00 10 17 20 22 26 27 30 31 33 36 37 38 39 45 46 47 48 49 55 56 57 58 59 67 68 69 70 71 73 77 79 80 81 82 83 84 86 87 88 89 90 91 92 93 94 95 96 97","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SM","62 80 84 90 94","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SN","00 02 10 13 14 20 23 30 31 40 41 50 59","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SO","21 30 31 32 33 34 35 36 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 58 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 50 51 52 53 54 55 57 60 61 62 63 65 66 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SR","99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SS","10 11 14 48 49 58 59 69 78 79 88","OSGB","Empoasca decipiens","NHMSYS0020705542"
"ST","00 01 10 11 12 13 20 21 22 23 29 30 31 38 39 40 41 42 43 48 49 50 51 52 53 55 59 60 61 62 63 64 65 67 70 71 72 73 74 75 80 81 82 83 84 85 88 90 91 92 93 95 96 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SU","00 01 02 03 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 27 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 55 56 57 58 59 60 61 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SD","16 17 20 21 26 27 30 31 32 33 34 35 36 37 38 45 46 47 48 57 60 62 70 90 95","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SE","04 05 13 14 15 16 18 19 23 24 25 26 27 28 29 31 32 33 34 35 36 37 41 42 43 44 46 48 49 50 51 53 57 58 60 63 64 65 66 67 68 69 70 71 73 74 75 76 78 79 80 81 83 88 89 90 91 92 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 63 66 67 68 76 77 78 86 87 88 97 98","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SY","18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TA","00 01 02 03 04 09 10 13 14 15 18 21 22 23 24 26 27 30 31 32 33 40 41","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TF","00 01 02 03 04 05 06 07 09 10 11 12 13 14 15 16 17 18 19 20 22 23 25 26 27 28 33 34 36 37 38 41 42 43 44 45 46 47 49 52 55 56 57 58 64 74 94","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 62 63 64 66 70 71 73 74 76 80 81 84 85 86 87 90 91","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TM","00 01 21","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB","Empoasca decipiens","NHMSYS0020705542"
"TV","69","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SX","03 04 05 06 07 08 09 14 15 16 18 19 25 26 35 36 44","OSGB","Empoasca decipiens","NHMSYS0020705542"
"SE","71","OSGB","Empoasca pteridis","NHMSYS0020705543"
"SP","21 25 36 90","OSGB","Empoasca pteridis","NHMSYS0020705543"
"TQ","27","OSGB","Empoasca pteridis","NHMSYS0020705543"
"TL","46","OSGB","Empoasca pteridis","NHMSYS0020705543"
"NH","44 45 54 55 64 65 66 74 75 76 77 78 85 87 95","OSGB","Empoasca vitis","NHMSYS0020705544"
"NM","62 63 70 71 72 80 81 82 90 91 92 93","OSGB","Empoasca vitis","NHMSYS0020705544"
"ND","01 02 03 04 05 12 13 14 16 23 25 33 34","OSGB","Empoasca vitis","NHMSYS0020705544"
"NR","68 69 77 79 85 86 87 88 89 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"NS","00 07 08 09 17 18 19 26 27 29 40 50 60 61 65 66 67 70 71 74 75 76 77 80 81 82 83 84 85 86 87 88 89 90 91 93 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"NN","00 01 02 03 10 11 20","OSGB","Empoasca vitis","NHMSYS0020705544"
"NO","00 10 20 21 30 31 40 41 50 51","OSGB","Empoasca vitis","NHMSYS0020705544"
"NW","95","OSGB","Empoasca vitis","NHMSYS0020705544"
"NX","03 04 09 14 16 17 24 26 27 28 29 33 35 36 37 38 39 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 93 95 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"NT","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 33 35 36 37 39 43 44 46 47 48 53 54 56 57 58 63 67 73 74 76 77 83 84 85 87 94 95 96","OSGB","Empoasca vitis","NHMSYS0020705544"
"NU","05","OSGB","Empoasca vitis","NHMSYS0020705544"
"SC","16 17 26 36","OSGB","Empoasca vitis","NHMSYS0020705544"
"SD","16 17 20 21 26 27 30 31 32 33 34 35 36 37 38 40 41 45 46 47 48 50 51 52 57 60 62 70 71 80 90 92 95","OSGB","Empoasca vitis","NHMSYS0020705544"
"SE","00 01 02 03 04 05 08 09 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 56 57 58 61 63 67 68 76 77 78 87 88 97 98","OSGB","Empoasca vitis","NHMSYS0020705544"
"SJ","06 07 17 18 20 21 22 25 26 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 64 65 66 67 68 69 70 71 72 74 75 76 77 78 79 80 84 85 86 87 88 89 90 91 93 95 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SK","00 03 04 08 09 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 77 79 80 81 82 83 84 88 89 90 91 92 93 94 95 96 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SM","62 80 84 90 94","OSGB","Empoasca vitis","NHMSYS0020705544"
"SN","00 02 10 13 14 20 23 30 31 40 41 50 58 59 69 70 80","OSGB","Empoasca vitis","NHMSYS0020705544"
"SO","00 10 11 12 20 21 30 32 40 41 50 51 53 56 60 61 62 66 67 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SR","99","OSGB","Empoasca vitis","NHMSYS0020705544"
"NY","01 02 03 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 34 35 36 38 39 42 43 44 45 46 49 52 53 54 55 56 62 71 92 93","OSGB","Empoasca vitis","NHMSYS0020705544"
"NZ","01 02 03 10 11 12 13 14 15 20 21 23 24 30 31 40 41 42 43 44 45 50 51 52 53 60 61 62 70 71 72 80 81 90 91","OSGB","Empoasca vitis","NHMSYS0020705544"
"NC","70 90 91 92 96","OSGB","Empoasca vitis","NHMSYS0020705544"
"SU","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 56 57 58 59 60 61 62 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SV","80 81 90 91","OSGB","Empoasca vitis","NHMSYS0020705544"
"SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 81 82 84 85 86 87 93 94 95 96","OSGB","Empoasca vitis","NHMSYS0020705544"
"SX","04 76 77 87 88 89 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SY","08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB","Empoasca vitis","NHMSYS0020705544"
"SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB","Empoasca vitis","NHMSYS0020705544"
